jfihq asdek zxcvl  ypbr_ tmwun go___;113055;72590;191204;1.557;181688.00;130814.00;1.263;2089306.38
jdylq asigk zxcvt  fhno_ bwpum er___;87907;98600;190342;1.122;149797.00;191474.00;1.144;2105634.80
jidrq asfwu zxcvg  nthk_ bmlpe yo___;70540;99807;206502;1.415;124340.50;160128.50;1.153;2121713.74
jdlnq ashmi zxcvb  rewp_ guyfk to___;90797;87639;198413;1.036;150897.00;187989.00;1.114;2122618.81
jfdwq asekb zxcvh  ygin_ mlurt po___;77007;113762;186080;1.477;116234.00;172719.00;1.382;2137129.79
jnowq asfkt zxcvy  ehdl_ bgmpr iu___;89387;95440;192022;1.068;149133.00;189890.50;1.139;2139023.58
jhyfq asopn zxcvl  erbw_ kmgti du___;82423;89294;205132;1.083;134117.00;168581.50;1.124;2146115.44
jpnwq asiek zxcvu  mhfy_ gdlbr to___;112375;61419;203055;1.830;167282.50;122320.50;1.238;2151097.69
jdpkq aswnf zxcvi  mgbh_ teryo ul___;74249;113731;188869;1.532;127330.00;178822.00;1.281;2153191.14
jkrwq asnud zxcvo  ehpb_ lyfgi mt___;89167;91687;195995;1.028;150990.00;189901.50;1.125;2154870.33
jyehq asptb zxcvl  iokm_ gdfnr uw___;132871;82102;161876;1.618;210631.50;142381.00;1.374;2156319.40
jpduq ashrn zxcvf  mlei_ ykgbo tw___;72594;80913;223342;1.115;113147.50;146917.00;1.164;2182017.23
jihkq asogt zxcvw  ynrm_ ufple bd___;102722;86603;187524;1.186;178584.50;121526.00;1.361;2183273.12
jkphq asmrl zxcvn  wybt_ gdife ou___;68532;82341;225976;1.201;106804.50;138389.00;1.161;2183510.31
jeklq aspbi zxcvf  ogum_ dytrn hw___;102539;79264;195046;1.294;190636.00;138945.00;1.243;2195364.17
jruhq asgle zxcvk  mopf_ nyitw db___;114832;83935;178082;1.368;202853.00;139270.50;1.345;2201382.24
jopgq asmuf zxcvn  lebw_ ithky dr___;84877;104321;187651;1.229;154448.00;206659.00;1.205;2206148.15
jtkbq asplu zxcvr  eomi_ nwhdf gy___;88709;96334;191806;1.086;154357.00;191823.00;1.111;2216813.61
jgmtq aspnf zxcvr  oilb_ yhedk uw___;89521;68417;218911;1.308;149073.50;114006.00;1.173;2230536.45
jetyq ashpb zxcvu  gnkr_ dwmfo li___;125236;82780;168833;1.513;213611.00;145742.00;1.356;2244933.54
jrluq asoih zxcvf  pgeb_ twykm nd___;110080;63344;203425;1.738;172605.50;125100.50;1.252;2252045.22
jekdq asypw zxcvg  rhto_ uinlb mf___;72954;118210;185685;1.620;128348.50;184295.00;1.319;2260938.59
jiwpq asklr zxcvf  obeg_ dhmut yn___;73884;104249;198716;1.411;130467.00;180517.00;1.257;2263257.26
jmueq asiwb zxcvd  yfrn_ tohgp lk___;102308;77973;196568;1.312;178982.00;125428.00;1.308;2270016.88
jtrkq asfum zxcvg  opni_ lwhye db___;73796;99560;203493;1.349;116032.50;163298.00;1.285;2276701.16
jnilq askhr zxcvd  gpyf_ bewom ut___;95032;66225;215592;1.435;156662.50;112355.50;1.269;2280523.57
jtmbq asruf zxcvw  hodp_ iyenk gl___;75100;99133;202616;1.320;114258.50;162651.00;1.304;2295899.78
jpkoq asmfr zxcvb  tlie_ yndgh uw___;72036;116473;188340;1.617;130769.00;182670.00;1.272;2303502.01
jfwiq astgk zxcvu  yero_ bphlm dn___;79569;108315;188965;1.361;128004.50;188908.00;1.369;2308555.04
juodq asgpe zxcvk  bifh_ ylnrt wm___;93684;72963;210202;1.284;162720.50;108690.00;1.396;2324822.57
jdukq astwh zxcve  rnbl_ fomgi py___;121060;86766;169023;1.395;216696.00;148195.50;1.352;2332696.19
jibmq aslrn zxcvf  gdeu_ htpwk yo___;95415;74289;207145;1.284;161251.00;109047.00;1.373;2338648.61
jfrnq aspwl zxcvd  tyge_ bouih km___;67678;87068;222103;1.287;109805.50;146494.50;1.201;2339586.20
jgrhq asipw zxcvl  emby_ tokun fd___;77226;87178;212445;1.129;120611.50;161148.50;1.203;2345616.49
jgnbq aseiy zxcvh  lodk_ pumfr wt___;117427;65020;194402;1.806;168942.50;110825.50;1.431;2352034.07
jftlq asgko zxcvr  unmb_ yhiep dw___;94398;73663;208788;1.281;170611.00;118737.50;1.321;2352510.03
jnokq aswbd zxcvu  rfel_ htypm gi___;72113;116437;188299;1.615;125795.00;190311.50;1.417;2377514.31
jtmeq asdnw zxcvk  oigl_ hbyuf rp___;125448;69091;182310;1.816;202169.50;139296.00;1.338;2384823.46
jowdq asynr zxcvb  ehfk_ itpgu ml___;81952;93114;201783;1.136;135057.00;189267.50;1.278;2416491.25
jfrdq asnuh zxcvi  peyk_ olbtm wg___;97677;65927;213245;1.482;163686.00;112333.50;1.346;2425721.73
jwnrq asklm zxcvu  oygt_ fbhei pd___;68142;97959;210748;1.438;113092.00;164440.00;1.342;2431234.83
jylbq aspht zxcvm  drfw_ ougne ik___;83452;115646;177751;1.386;128599.00;200499.50;1.476;2451850.59
jkrlq asbet zxcvy  hgnd_ imfpw uo___;130896;72615;173338;1.803;202745.00;127683.00;1.514;2460126.39
